Data,EZtune GA CV,EZtune GA Fast,EZtune HJ CV,EZtune HJ Fast,Glmnet 1-SE,Glmnet Min
BreastCancer,6.04222536087036,2.53339087963105,2.36762833595275,1.45413637161255,3.68826591968537,3.68826591968537
Lichen,89.6996784210204,12.7804193496704,75.1174714565277,9.89770972728729,42.2304854393006,42.2304854393006
Mullein,1080.87726008892,143.433731675148,1441.52333629131,123.959528684616,680.393481969833,680.393481969833
Pima,7.93547368049621,2.91200578212738,2.54515087604523,1.45038461685181,2.06184029579163,2.06184029579163
Sonar,33.6277346611023,5.28428518772126,5.82136201858521,2.85828399658203,11.2986863851547,11.2986863851547
