Data,EZtune GA CV,EZtune GA Fast,EZtune HJ CV,EZtune HJ Fast,Tidymodels Grid,Tidymodels IB
BreastCancer,9.31794953346252,3.46587491035462,1.35044622421264,0.591434717178345,126.204510807991,88.004243016243
Lichen,59.1424683332444,15.7006397247314,14.4066882133484,3.73840761184693,146.171247720718,92.8059718608856
Mullein,47837.6530903578,3549.23443949222,38273.5878447295,1167.27635622024,7378.82361936569,3306.60544860363
Pima,38.179873585701,9.25598454475403,5.90992093086242,1.37848937511444,121.866944074631,84.289971113205
Sonar,9.53628849983216,4.61448407173157,2.75588750839233,1.55766046047211,110.682540297508,87.6890037059784
