Data,EZtune GA CV,EZtune GA Fast,EZtune HJ CV,EZtune HJ Fast,Tidymodels Grid,Tidymodels IB
BreastCancer,1439.56396520138,78.9774111509323,199.148613452911,13.9236266613007,5538.6000841856,195.603885531426
Lichen,4133.27346789837,368.674519062042,853.422208547593,50.2815899848938,11196.4386053086,432.731985926629
Mullein,149182.814839959,7771.69342780114,24630.4934108258,1162.24340426922,194383.15783,7974.87726962567
Pima,934.829345107081,66.5236940383911,210.489052057266,13.6314480304718,5047.06428802014,207.786919593811
Sonar,1726.04371201992,79.5205310583115,305.891026377678,17.8150304555893,6173.48376429081,200.055140972138
